PDB,Epoch,Step,Pout,Model
63.095726,39,0,[0.31961897 0.10215631 0.0326511  0.01043592 0.00333552],HARQ
100.0,39,0,[0.36958906 0.13659589 0.05048436 0.01865847 0.00689597],HARQ
39.81072,39,0,[0.29271436 0.08551572 0.02494238 0.0072997  0.00213903],HARQ
251.1887,39,0,[0.36790755 0.14643538 0.05276114 0.01828873 0.00632011],HARQ
15.848933,39,0,[0.31657568 0.13877606 0.04994005 0.01572831 0.00457328],HARQ
39.81072,39,0,[0.29271436 0.08557365 0.02504323 0.00733168 0.00214634],HARQ
251.1887,39,0,[0.36790755 0.27301154 0.15370494 0.06956237 0.02682875],HARQ
63.095726,39,0,[0.31961897 0.10346778 0.0327626  0.01040234 0.00332334],HARQ
15.848933,39,0,[0.31657568 0.10131013 0.03148209 0.00981156 0.00308789],HARQ
63.095726,39,0,[0.31961897 0.10230542 0.03256449 0.01040214 0.00332931],HARQ
100.0,39,0,[0.36958912 0.13645744 0.05040731 0.01863587 0.0068899 ],HARQ
10.0,39,0,[0.36099783 0.13031918 0.04704495 0.01698313 0.00613088],HARQ
25.118862,39,0,[0.2935205  0.28877187 0.20765509 0.11462379 0.05143867],HARQ
158.48933,39,0,[0.39728174 0.15778545 0.0626852  0.0249041  0.00989401],HARQ
15.848933,39,0,[0.31657568 0.09996819 0.03162359 0.01001359 0.0031709 ],HARQ
25.118862,39,0,[0.2935205  0.08787677 0.02531038 0.00728281 0.00211684],HARQ
10.0,39,0,[0.36099777 0.13021486 0.04700489 0.01696951 0.00612612],HARQ
15.848933,39,0,[0.31657568 0.10019661 0.03171978 0.0100418  0.003179  ],HARQ
25.118862,39,0,[0.2935205  0.08776513 0.02528428 0.00728165 0.00211822],HARQ
25.118862,39,0,[0.2935205  0.3188934  0.25177145 0.15153582 0.07363357],HARQ
15.848933,39,0,[0.31657574 0.10022012 0.03172728 0.01004409 0.00317972],HARQ
25.118862,39,0,[0.29352057 0.09054016 0.02608423 0.00738547 0.00210515],HARQ
25.118862,39,0,[0.2935205  0.08614328 0.02528485 0.00742166 0.00217841],HARQ
15.848933,39,0,[0.31657568 0.10180293 0.03158673 0.00980635 0.00307634],HARQ
158.48933,39,0,[0.39728174 0.15783206 0.06270378 0.02491108 0.00989672],HARQ
25.118862,39,0,[0.29352057 0.08876543 0.02554055 0.00730271 0.00210869],HARQ
25.118862,39,0,[0.2935205  0.08815194 0.02537767 0.00728704 0.00211379],HARQ
158.48933,39,0,[0.39728168 0.15783265 0.06270405 0.02491118 0.00989676],HARQ
39.81072,39,0,[0.29271436 0.08551509 0.02501205 0.00732348 0.00214442],HARQ
100.0,39,0,[0.36958906 0.13661283 0.05036048 0.0186146  0.00688734],HARQ
39.81072,39,0,[0.2927144  0.08630425 0.02496858 0.00725554 0.00212244],HARQ
251.1887,39,0,[0.36790755 0.13535604 0.04979851 0.01832125 0.00674052],HARQ
10.0,39,0,[0.3609977  0.13031945 0.04704504 0.01698316 0.00613088],HARQ
39.81072,39,0,[0.29271436 0.09938089 0.0296979  0.00831349 0.00227462],HARQ
39.81072,39,0,[0.29271436 0.08858201 0.02550468 0.00729254 0.00210406],HARQ
10.0,39,0,[0.36099777 0.12990797 0.04683543 0.01691161 0.00610754],HARQ
25.118862,39,0,[0.29352057 0.08614007 0.0252839  0.00742139 0.00217833],HARQ
25.118862,39,0,[0.2935205  0.08677099 0.02509301 0.00728951 0.00213476],HARQ
63.095726,40,0,[0.31574237 0.10837849 0.03413818 0.01042217 0.00317862],HARQ
158.48933,40,0,[0.3811894  0.14528988 0.05538308 0.02111152 0.0080475 ],HARQ
100.0,40,0,[0.35962164 0.12992013 0.04641791 0.01665198 0.00599578],HARQ
15.848933,40,0,[0.31742087 0.33758792 0.26216704 0.15612143 0.07550977],HARQ
251.1887,40,0,[0.3505307  0.12287181 0.04307039 0.01509751 0.00529214],HARQ
251.1887,40,0,[0.35053077 0.12287188 0.04307038 0.01509749 0.00529214],HARQ
251.1887,40,0,[0.35053077 0.12278754 0.04303946 0.01508715 0.00528859],HARQ
25.118862,40,0,[0.29367262 0.08624338 0.02532732 0.00743795 0.00218432],HARQ
158.48933,40,0,[0.38118947 0.14530545 0.0553889  0.02111366 0.0080483 ],HARQ
251.1887,40,0,[0.35053077 0.12265399 0.04298326 0.01506879 0.00528254],HARQ
100.0,40,0,[0.35962158 0.12986489 0.04640945 0.01665289 0.00599639],HARQ
15.848933,40,0,[0.3174209  0.1032639  0.03207384 0.00992083 0.00310109],HARQ
100.0,40,0,[0.35962158 0.16624351 0.06511354 0.02301017 0.00770663],HARQ
158.48933,40,0,[0.38118947 0.2669441  0.14496374 0.06469298 0.02511322],HARQ
10.0,40,0,[0.36239323 0.13185996 0.04703742 0.01687104 0.00610049],HARQ
15.848933,40,0,[0.31742087 0.10079654 0.03160463 0.00997117 0.00316499],HARQ
15.848933,40,0,[0.31742087 0.17423391 0.074811   0.0266734  0.00835766],HARQ
100.0,40,0,[0.35962158 0.21694613 0.10371778 0.04167514 0.01487481],HARQ
39.81072,40,0,[0.29165456 0.08489348 0.02466671 0.00719241 0.0021    ],HARQ
158.48933,40,0,[0.3811894  0.14528477 0.0553811  0.02111081 0.00804723],HARQ
251.1887,40,0,[0.35053077 0.12287185 0.04307039 0.0150975  0.00529214],HARQ
39.81072,40,0,[0.29165456 0.08584189 0.02471731 0.00714493 0.00208064],HARQ
63.095726,40,0,[0.31574237 0.09962566 0.03145417 0.00993247 0.0031363 ],HARQ
251.1887,40,0,[0.35053077 0.12320308 0.04231055 0.01461715 0.00510086],HARQ
10.0,40,0,[0.3623933  0.13132894 0.04759274 0.01724728 0.0062503 ],HARQ
39.81072,40,0,[0.29165456 0.10450216 0.03212065 0.00902808 0.00243336],HARQ
100.0,40,0,[0.35962158 0.12916978 0.04641257 0.01669679 0.00600731],HARQ
158.48933,40,0,[0.38118947 0.19665916 0.08397957 0.03164272 0.0110878 ],HARQ
39.81072,40,0,[0.29165456 0.08504318 0.02464207 0.00717439 0.00209506],HARQ
63.095726,40,0,[0.3157423  0.09966796 0.03146955 0.00993649 0.0031374 ],HARQ
25.118862,40,0,[0.2936727  0.08622931 0.02532322 0.00743678 0.00218398],HARQ
63.095726,40,0,[0.3157423  0.09959257 0.0314381  0.00992845 0.00313537],HARQ
15.848933,40,0,[0.31742087 0.10075432 0.03198154 0.01015161 0.00322234],HARQ
251.1887,40,0,[0.3505307  0.12325203 0.04231502 0.01461203 0.00509749],HARQ
158.48933,40,0,[0.3811894  0.15025036 0.05621397 0.02086865 0.00781956],HARQ
15.848933,40,0,[0.3174209  0.1007507  0.0319804  0.01015126 0.00322222],HARQ
39.81072,40,0,[0.29165456 0.0850267  0.02479823 0.00723273 0.00210949],HARQ
39.81072,40,0,[0.29165456 0.08629055 0.02480205 0.00714331 0.00207504],HARQ
63.095726,40,0,[0.3157423  0.10341559 0.03226216 0.00999196 0.00311946],HARQ
63.095726,40,0,[0.3157423  0.09962537 0.03145407 0.00993245 0.0031363 ],HARQ
100.0,40,0,[0.35962158 0.47763783 0.46362665 0.34450993 0.20736018],HARQ
10.0,40,0,[0.36239323 0.1313264  0.04759182 0.01724696 0.00625018],HARQ
100.0,40,0,[0.35962158 0.12920284 0.04638422 0.01668597 0.0060054 ],HARQ
15.848933,40,0,[0.31742087 0.10135096 0.03164971 0.00993199 0.00314356],HARQ
100.0,40,0,[0.35962158 0.1295194  0.04637032 0.01666267 0.00600042],HARQ
63.095726,40,0,[0.31574237 0.09969325 0.03147738 0.00993874 0.00313808],HARQ
158.48933,40,0,[0.3811894  0.1753303  0.06952231 0.02533858 0.00889548],HARQ
100.0,40,0,[0.35962158 0.18059136 0.07489736 0.02729837 0.00921349],HARQ
25.118862,40,0,[0.29367268 0.10237783 0.03096694 0.00866453 0.0023472 ],HARQ
251.1887,40,0,[0.35053077 0.12224407 0.042408   0.01481337 0.00519693],HARQ
10.0,41,0,[0.3597301  0.21400027 0.10039207 0.03945026 0.01373663],HARQ
10.0,41,0,[0.35973004 0.12935767 0.04653352 0.01673978 0.00602184],HARQ
100.0,41,0,[0.35013986 0.12256264 0.0429142  0.01502635 0.00526138],HARQ
251.1887,41,0,[0.33880693 0.11479014 0.03889169 0.01317677 0.00446438],HARQ
158.48933,41,0,[0.36891875 0.13573363 0.04987606 0.01839455 0.00679324],HARQ
158.48933,41,0,[0.36891875 0.13590153 0.05012352 0.01849446 0.0068238 ],HARQ
15.848933,41,0,[0.31488442 0.10245334 0.0315516  0.00963157 0.00296903],HARQ
251.1887,41,0,[0.33880693 0.11474035 0.0388744  0.01317113 0.0044625 ],HARQ
39.81072,41,0,[0.28812912 0.08300644 0.02391662 0.00689112 0.00198554],HARQ
100.0,41,0,[0.35013986 0.12254079 0.04290586 0.01502386 0.0052606 ],HARQ
63.095726,41,0,[0.31006497 0.09611142 0.02980085 0.00924045 0.00286517],HARQ
251.1887,41,0,[0.33880693 0.11478927 0.03889141 0.01317669 0.00446435],HARQ
25.118862,41,0,[0.2909351  0.08464319 0.02462569 0.00716448 0.0020844 ],HARQ
100.0,41,0,[0.35013986 0.12244904 0.04285609 0.01500965 0.00525683],HARQ
25.118862,41,0,[0.2909351  0.08440796 0.02452639 0.00713752 0.00207747],HARQ
63.095726,41,0,[0.31006497 0.12926397 0.04498046 0.01391213 0.00402559],HARQ
15.848933,41,0,[0.31488442 0.13261217 0.04630296 0.01429718 0.00411421],HARQ
158.48933,41,0,[0.3689188  0.29039878 0.1736264  0.08332819 0.03399675],HARQ
25.118862,41,0,[0.2909351  0.08438668 0.02442686 0.00710143 0.00206841],HARQ
10.0,41,0,[0.3597301  0.15952274 0.06031031 0.02073778 0.00680866],HARQ
100.0,41,0,[0.35013986 0.12718089 0.04397209 0.01508981 0.00522026],HARQ
251.1887,41,0,[0.33880687 0.11478693 0.03889063 0.01317642 0.00446426],HARQ
251.1887,41,0,[0.33880687 0.12790477 0.04288729 0.01361533 0.00426353],HARQ
25.118862,41,0,[0.2909351  0.08446314 0.0243987  0.00708502 0.00206368],HARQ
63.095726,41,0,[0.31006497 0.09614033 0.02980975 0.00924296 0.00286592],HARQ
158.48933,41,0,[0.36891875 0.13598704 0.04979087 0.0183261  0.00676842],HARQ
10.0,41,0,[0.35973004 0.12940021 0.04654915 0.01674514 0.00602373],HARQ
251.1887,41,0,[0.33880687 0.11468093 0.03885211 0.01316405 0.00446019],HARQ
25.118862,41,0,[0.2909351  0.08450108 0.0245764  0.00715135 0.00208087],HARQ
158.48933,41,0,[0.36891875 0.13609019 0.05020627 0.01852208 0.00683315],HARQ
63.095726,41,0,[0.31006497 0.09612856 0.02980622 0.00924192 0.0028656 ],HARQ
15.848933,41,0,[0.31488442 0.11699416 0.03774967 0.01127946 0.00326616],HARQ
63.095726,41,0,[0.31006497 0.09612931 0.02970585 0.00920923 0.00285892],HARQ
15.848933,41,0,[0.31488442 0.22647952 0.12270814 0.05288658 0.01920678],HARQ
251.1887,41,0,[0.33880687 0.11479014 0.03889171 0.01317678 0.00446438],HARQ
158.48933,41,0,[0.36891875 0.14935146 0.05473227 0.01926032 0.00674099],HARQ
158.48933,41,0,[0.36891875 0.15529507 0.05784246 0.02028994 0.00698605],HARQ
10.0,41,0,[0.3597301  0.1297843  0.04598831 0.01639008 0.00588647],HARQ
63.095726,41,0,[0.31006503 0.11140052 0.03538191 0.01056041 0.00308675],HARQ
39.81072,41,0,[0.28812912 0.08301841 0.02392003 0.00689206 0.0019858 ],HARQ
251.1887,41,0,[0.33880687 0.11478757 0.03889083 0.01317649 0.00446429],HARQ
100.0,41,0,[0.35013986 0.12243637 0.04284147 0.01500527 0.00525587],HARQ
39.81072,41,0,[0.28812906 0.08552276 0.02422512 0.00682598 0.00194148],HARQ
251.1887,41,0,[0.3388068  0.11478963 0.03889152 0.01317672 0.00446437],HARQ
39.81072,41,0,[0.28812906 0.0830184  0.02392001 0.00689205 0.0019858 ],HARQ
39.81072,41,0,[0.28812906 0.08299418 0.02391302 0.00689015 0.00198527],HARQ
100.0,41,0,[0.35013986 0.12259733 0.04292621 0.01503019 0.00526267],HARQ
39.81072,41,0,[  0.28812906   2.0463245   10.144132    36.49294    100.76562   ],HARQ
15.848933,41,0,[0.31488442 0.09915223 0.03122151 0.00983117 0.00309568],HARQ
63.095726,41,0,[0.31006497 0.09613937 0.02980947 0.00924287 0.00286589],HARQ
15.848933,42,0,[ 0.30789116  1.922341    8.364206   26.38122    63.814297  ],HARQ
39.81072,42,0,[0.27923208 0.07779957 0.02170406 0.00606222 0.0016934 ],HARQ
10.0,42,0,[0.35243574 0.12488057 0.04327226 0.01506957 0.00529415],HARQ
10.0,42,0,[0.3524358  0.16765939 0.06592673 0.02284996 0.00735857],HARQ
158.48933,42,0,[0.35090038 0.12313093 0.04320671 0.01516126 0.00532009],HARQ
100.0,42,0,[0.33308062 0.11129565 0.03682701 0.01223863 0.00408156],HARQ
39.81072,42,0,[0.27923214 0.11157549 0.03639336 0.01032155 0.0026861 ],HARQ
15.848933,42,0,[0.30789116 0.09479676 0.0291871  0.00898646 0.00276685],HARQ
10.0,42,0,[0.3524358  0.12419084 0.0437693  0.01542594 0.00543666],HARQ
63.095726,42,0,[0.29731932 0.08829454 0.0262443  0.0078046  0.00232087],HARQ
251.1887,42,0,[0.32375273 0.10443094 0.0337647  0.01093399 0.00354127],HARQ
63.095726,42,0,[0.29731932 0.09176029 0.02691733 0.00783293 0.0022982 ],HARQ
39.81072,42,0,[0.27923208 0.07779922 0.02163399 0.00603859 0.00168807],HARQ
251.1887,42,0,[0.3237528  0.10480922 0.03393228 0.01098568 0.00355665],HARQ
15.848933,42,0,[0.30789116 0.09479697 0.02918716 0.00898647 0.00276686],HARQ
39.81072,42,0,[0.27923208 0.07783003 0.02172171 0.00606682 0.00169444],HARQ
10.0,42,0,[0.35243574 0.12369004 0.04337962 0.01527919 0.00539047],HARQ
158.48933,42,0,[0.35090038 0.12645514 0.04354551 0.01493211 0.00517115],HARQ
158.48933,42,0,[0.35090038 0.12829185 0.04417838 0.01503031 0.00515659],HARQ
63.095726,42,0,[0.29731932 0.08830038 0.02624731 0.00780535 0.00232104],HARQ
158.48933,42,0,[0.35090038 0.12310673 0.04319823 0.0151584  0.0053191 ],HARQ
25.118862,42,0,[0.2835512  0.08040115 0.02279785 0.00646436 0.00183298],HARQ
39.81072,42,0,[0.27923214 0.07797021 0.02177179 0.00607939 0.00169756],HARQ
158.48933,42,0,[0.35090038 0.12313081 0.04320667 0.01516124 0.00532008],HARQ
25.118862,42,0,[0.28355116 0.08039129 0.02279507 0.00646359 0.00183276],HARQ
25.118862,42,0,[0.28355116 0.08040059 0.02279769 0.00646431 0.00183296],HARQ
100.0,42,0,[0.33308068 0.11089285 0.03693587 0.01230322 0.00409806],HARQ
63.095726,42,0,[0.29731932 0.09993199 0.03004853 0.00858207 0.00241894],HARQ
39.81072,42,0,[0.27923208 0.07990743 0.02192959 0.00600164 0.00165844],HARQ
25.118862,42,0,[0.28355116 0.08040122 0.02279786 0.00646436 0.00183298],HARQ
10.0,42,0,[0.3524358  0.12392869 0.04365319 0.01538797 0.00542431],HARQ
158.48933,42,0,[0.35090038 0.14247912 0.05081896 0.01695988 0.00552912],HARQ
100.0,42,0,[0.33308062 0.2041558  0.09749506 0.0384151  0.01321074],HARQ
15.848933,42,0,[0.30789122 0.09554113 0.02889833 0.00877727 0.00269085],HARQ
158.48933,42,0,[0.35090038 0.85528666 1.4771646  1.8862325  1.8846873 ],HARQ
158.48933,42,0,[0.35090044 0.12366883 0.0428696  0.01493851 0.00523955],HARQ
158.48933,42,0,[0.35090038 0.12310078 0.04319612 0.0151577  0.00531887],HARQ
100.0,42,0,[0.33308062 0.110803   0.03689161 0.01229101 0.00409487],HARQ
15.848933,42,0,[0.30789122 0.09519675 0.02885287 0.00879273 0.00270144],HARQ
63.095726,42,0,[0.29731938 0.08835156 0.02626806 0.00781047 0.00232228],HARQ
39.81072,42,0,[0.27923208 0.07864264 0.02166742 0.00599422 0.00167089],HARQ
39.81072,42,0,[0.27923208 0.10807544 0.03443922 0.00962884 0.00249073],HARQ
15.848933,42,0,[0.30789116 0.09676816 0.02915652 0.00876672 0.00266441],HARQ
251.1887,42,0,[0.32375273 0.13912    0.04933537 0.01542765 0.00448835],HARQ
158.48933,42,0,[0.35090038 0.12310453 0.04319749 0.01515817 0.00531903],HARQ
10.0,42,0,[0.35243574 0.12421096 0.04377638 0.01542836 0.00543751],HARQ
15.848933,42,0,[0.30789116 0.09476123 0.02917596 0.00898317 0.00276586],HARQ
15.848933,42,0,[0.30789116 0.09601488 0.02898407 0.00876649 0.00267887],HARQ
39.81072,42,0,[0.27923208 0.07779568 0.02163558 0.00603933 0.00168825],HARQ
25.118862,42,0,[0.28355116 0.08040121 0.02279787 0.00646436 0.00183298],HARQ
158.48933,43,0,[0.34822324 0.12125745 0.04222468 0.01470362 0.00512014],HARQ
15.848933,43,0,[0.30292943 0.09176628 0.02779872 0.00842106 0.00255099],HARQ
100.0,43,0,[0.32760763 0.10732677 0.03516108 0.01151904 0.00377373],HARQ
15.848933,43,0,[0.30292937 0.09176586 0.02779858 0.00842101 0.00255097],HARQ
100.0,43,0,[0.32760763 0.10732678 0.03516107 0.01151904 0.00377372],HARQ
39.81072,43,0,[0.27436838 0.07527804 0.02065393 0.00566678 0.00155479],HARQ
251.1887,43,0,[0.32527593 0.20998302 0.10314941 0.04086822 0.01384379],HARQ
25.118862,43,0,[0.27883425 0.07864759 0.02154715 0.00591995 0.001642  ],HARQ
10.0,43,0,[0.34687623 0.12032199 0.04173685 0.01447753 0.00502191],HARQ
63.095726,43,0,[0.29173136 0.08509626 0.02482534 0.00724238 0.00211283],HARQ
63.095726,43,0,[0.29173136 0.08562505 0.02476171 0.00719199 0.00209952],HARQ
100.0,43,0,[0.32760763 0.10732673 0.03516105 0.01151903 0.00377373],HARQ
39.81072,43,0,[0.27436846 0.09299147 0.02694492 0.0071182  0.0017991 ],HARQ
39.81072,43,0,[ 0.2743684  1.8525788  8.7233095 29.789276  78.04183  ],HARQ
158.48933,43,0,[0.34822324 0.18002924 0.07517525 0.02698936 0.00880019],HARQ
10.0,43,0,[0.34687623 0.11991427 0.041532   0.01440984 0.00500073],HARQ
251.1887,43,0,[0.32527593 0.10757922 0.03410986 0.01080417 0.00346313],HARQ
25.118862,43,0,[0.27883428 0.07779162 0.02145204 0.00595111 0.00166001],HARQ
63.095726,43,0,[0.29173136 0.08510723 0.02482845 0.00724324 0.00211308],HARQ
100.0,43,0,[0.32760763 0.14259224 0.05194654 0.01687093 0.00514011],HARQ
39.81072,43,0,[0.2743684  0.35685065 0.3336546  0.23473516 0.13155894],HARQ
251.1887,43,0,[0.325276   0.10580068 0.03441444 0.01119419 0.0036412 ],HARQ
63.095726,43,0,[0.29173136 0.08510698 0.02482838 0.00724322 0.00211307],HARQ
100.0,43,0,[0.32760763 0.10732377 0.03516013 0.01151874 0.00377363],HARQ
15.848933,43,0,[0.30292943 0.10054691 0.03014344 0.00866615 0.00247663],HARQ
251.1887,43,0,[0.32527593 0.10572593 0.03438878 0.01118628 0.00363869],HARQ
63.095726,43,0,[0.2917314  0.08510718 0.02482843 0.00724323 0.00211308],HARQ
25.118862,43,0,[0.27883425 0.08064249 0.02202279 0.00595252 0.00162377],HARQ
251.1887,43,0,[0.32527593 0.18549092 0.08199569 0.02985644 0.00948775],HARQ
100.0,43,0,[0.32760763 0.10736474 0.03502746 0.0114691  0.00376225],HARQ
25.118862,43,0,[0.27883425 0.09902035 0.02964717 0.00798584 0.00203529],HARQ
63.095726,43,0,[0.29173136 0.10485057 0.03237981 0.00915342 0.00248298],HARQ
15.848933,43,0,[0.3029295  0.09174853 0.02779333 0.00841947 0.00255051],HARQ
25.118862,43,0,[0.27883428 0.07767361 0.02145553 0.00596141 0.0016637 ],HARQ
39.81072,43,0,[0.27436846 0.07527795 0.0206539  0.00566678 0.00155479],HARQ
100.0,43,0,[0.32760763 0.13769943 0.04900657 0.01573251 0.00478661],HARQ
63.095726,43,0,[0.2917313  0.08510701 0.02482839 0.00724322 0.00211308],HARQ
15.848933,43,0,[0.30292943 0.0917663  0.02779872 0.00842105 0.00255098],HARQ
39.81072,43,0,[0.2743684  0.07512967 0.02060009 0.00565346 0.00155156],HARQ
63.095726,43,0,[0.29173136 0.08501354 0.0247958  0.00723505 0.00211099],HARQ
251.1887,43,0,[0.32527593 0.10580402 0.03441552 0.01119455 0.00364132],HARQ
158.48933,43,0,[0.34822318 0.12113786 0.04217857 0.01468901 0.00511537],HARQ
15.848933,43,0,[0.30292943 0.09176388 0.027798   0.00842084 0.00255092],HARQ
39.81072,43,0,[0.2743684  0.07526388 0.02065006 0.00566577 0.00155451],HARQ
25.118862,43,0,[0.27883425 0.10399106 0.03217775 0.00881196 0.00225063],HARQ
63.095726,43,0,[0.29173136 0.08506836 0.02481683 0.00724018 0.00211223],HARQ
63.095726,43,0,[0.29173136 0.25496754 0.16479602 0.08278663 0.0342194 ],HARQ
25.118862,43,0,[0.27883425 0.07759173 0.02162473 0.00603095 0.00168196],HARQ
158.48933,43,0,[0.34822318 0.15337355 0.05717793 0.01924431 0.00614617],HARQ
10.0,43,0,[0.3468763  0.11981399 0.04134962 0.01433337 0.00497709],HARQ
158.48933,44,0,[0.34855542 0.12453198 0.04266132 0.014573   0.00502615],HARQ
10.0,44,0,[0.3394978  0.11525705 0.03912951 0.01328439 0.00451002],HARQ
15.848933,44,0,[0.29653516 0.09921864 0.02945993 0.00826355 0.00228083],HARQ
100.0,44,0,[0.32375133 0.10481317 0.03393342 0.01098599 0.00355673],HARQ
10.0,44,0,[0.33949775 0.11503775 0.03904109 0.01325648 0.00450114],HARQ
100.0,44,0,[0.32375133 0.10470459 0.03388982 0.0109742  0.00355353],HARQ
10.0,44,0,[0.33949775 0.20406955 0.09551155 0.03693053 0.01248715],HARQ
63.095726,44,0,[0.28622684 0.08179294 0.02338117 0.0066946  0.00191731],HARQ
39.81072,44,0,[0.26882175 0.0720952  0.01930171 0.00518692 0.00139591],HARQ
39.81072,44,0,[0.26882178 0.07790445 0.02071028 0.00534131 0.0013781 ],HARQ
100.0,44,0,[0.32375133 0.10567103 0.03391411 0.01092654 0.00353909],HARQ
251.1887,44,0,[0.32963735 0.10866074 0.03581865 0.01180717 0.00389208],HARQ
251.1887,44,0,[0.32963735 0.10866076 0.03581864 0.01180716 0.00389208],HARQ
63.095726,44,0,[0.28622684 0.08180372 0.02339974 0.00669965 0.00191826],HARQ
158.48933,44,0,[0.34855542 0.1601303  0.06143798 0.02099045 0.00672375],HARQ
63.095726,44,0,[0.28622684 0.09735227 0.02888384 0.00795862 0.00212882],HARQ
251.1887,44,0,[0.3296373  0.10866082 0.03581866 0.01180717 0.00389208],HARQ
63.095726,44,0,[0.28622684 0.09905884 0.02967978 0.00819977 0.00218679],HARQ
15.848933,44,0,[0.2965351  0.11705544 0.03833314 0.01111172 0.00300467],HARQ
25.118862,44,0,[0.273024   0.07454197 0.02035175 0.00555652 0.00151706],HARQ
251.1887,44,0,[0.3296373  0.10866076 0.03581864 0.01180716 0.00389208],HARQ
251.1887,44,0,[0.3296373  0.10854299 0.03577656 0.01179409 0.00388792],HARQ
10.0,44,0,[0.3394978  0.11509001 0.03906522 0.01326405 0.00450346],HARQ
63.095726,44,0,[0.28622684 0.5767464  0.8272141  0.8811313  0.73747504],HARQ
63.095726,44,0,[0.28622684 0.09076434 0.02604237 0.00716572 0.00195818],HARQ
63.095726,44,0,[0.28622684 0.34230575 0.29681277 0.19541495 0.1033969 ],HARQ
39.81072,44,0,[0.26882175 0.07540079 0.01991551 0.00519536 0.00136637],HARQ
63.095726,44,0,[0.28622684 0.33424306 0.28332004 0.18259713 0.09470834],HARQ
251.1887,44,0,[0.32963735 0.10855906 0.03578274 0.01179598 0.00388851],HARQ
10.0,44,0,[0.33949775 0.11524381 0.03912503 0.0132829  0.00450952],HARQ
158.48933,44,0,[0.34855542 0.12146886 0.04233871 0.01475751 0.00514382],HARQ
158.48933,44,0,[0.34855542 0.12545449 0.04295924 0.0146125  0.00501692],HARQ
63.095726,44,0,[0.28622684 0.08179713 0.02337289 0.00669202 0.00191683],HARQ
10.0,44,0,[0.33949775 0.14660451 0.05331283 0.01742179 0.00538112],HARQ
15.848933,44,0,[0.2965351  0.08767455 0.02597091 0.00770321 0.00228507],HARQ
158.48933,44,0,[0.34855548 0.12149093 0.04234634 0.01476005 0.00514469],HARQ
251.1887,44,0,[0.3296373  0.10811756 0.03549279 0.01169667 0.00385922],HARQ
25.118862,44,0,[0.273024   0.07445183 0.02032427 0.00554959 0.00151528],HARQ
39.81072,44,0,[0.26882175 0.07226515 0.01942645 0.00522225 0.00140386],HARQ
10.0,44,0,[0.33949775 0.11525822 0.03912991 0.01328452 0.00451007],HARQ
158.48933,44,0,[0.34855542 0.12146422 0.04203917 0.01462233 0.00510274],HARQ
158.48933,44,0,[0.34855542 0.12134808 0.04228947 0.01474219 0.00513894],HARQ
100.0,44,0,[0.32375133 0.10467511 0.033857   0.0109651  0.0035517 ],HARQ
15.848933,44,0,[0.2965351  0.08793227 0.02607501 0.00773216 0.00229286],HARQ
25.118862,44,0,[0.273024   0.07441842 0.02031195 0.00554654 0.00151453],HARQ
25.118862,44,0,[0.27302396 0.07752359 0.02072912 0.0054773  0.00146007],HARQ
25.118862,44,0,[0.273024   0.07434537 0.02015823 0.00549433 0.00150185],HARQ
251.1887,44,0,[0.32963723 0.10865287 0.03581605 0.01180633 0.00389181],HARQ
10.0,44,0,[0.33949775 0.12537889 0.04200026 0.01353819 0.00434691],HARQ
15.848933,44,0,[0.2965351  0.08757067 0.02586331 0.00766729 0.0022758 ],HARQ
158.48933,45,0,[0.35139644 0.12321844 0.04325525 0.01520426 0.00534493],HARQ
63.095726,45,0,[0.28420645 0.08303001 0.02327583 0.00650358 0.00183307],HARQ
10.0,45,0,[0.33526295 0.1319185  0.04514321 0.01432647 0.00441139],HARQ
158.48933,45,0,[0.3513965  0.12360433 0.04309369 0.01510053 0.00531196],HARQ
251.1887,45,0,[0.33553043 0.68039805 0.97549254 1.0338119  0.85789275],HARQ
10.0,45,0,[0.33526295 0.38235405 0.3179151  0.20233108 0.10439607],HARQ
15.848933,45,0,[0.29304004 0.08557113 0.02503122 0.00733681 0.00215113],HARQ
39.81072,45,0,[0.26627874 0.07089709 0.01887842 0.00502694 0.00133857],HARQ
10.0,45,0,[0.33526295 0.11237957 0.03767668 0.01263167 0.00423494],HARQ
158.48933,45,0,[0.3513965  0.12347924 0.04339016 0.01524715 0.0053578 ],HARQ
39.81072,45,0,[0.26627877 0.11023598 0.0365173  0.01029673 0.00261209],HARQ
63.095726,45,0,[0.28420648 0.08076429 0.02295381 0.00652365 0.00185407],HARQ
158.48933,45,0,[0.35139644 0.1281039  0.04425105 0.01514893 0.00523185],HARQ
251.1887,45,0,[ 0.33553043  1.8446064   7.0394135  19.416931   40.979748  ],HARQ
15.848933,45,0,[0.29304004 0.0856306  0.02487085 0.007267   0.00213161],HARQ
39.81072,45,0,[0.26627877 0.09001959 0.02574726 0.00664561 0.00162699],HARQ
15.848933,45,0,[0.2930401  0.08652073 0.02490172 0.00719766 0.00210006],HARQ
39.81072,45,0,[0.26627883 0.0779631  0.02066296 0.00525797 0.00133044],HARQ
158.48933,45,0,[0.35139644 0.12318952 0.04319041 0.01517981 0.00533832],HARQ
100.0,45,0,[0.3233454  0.10455212 0.03380644 0.01093116 0.00353454],HARQ
100.0,45,0,[0.3233454  0.13424167 0.04721502 0.0149849  0.00450843],HARQ
39.81072,45,0,[0.26627883 0.07127015 0.0187532  0.00495931 0.00132006],HARQ
